full_visitor_id,touchpoint_path,converted
0807243068311673349,Social,0
0807272490429867910,Organic Search,0
080733846454442317,Social,0
0807345557288333485,Social,0
0807383894857851662,Organic Search,0
0807420467818204727,Referral,0
080749183298142619,Social,0
0807549366620066617,Organic Search,0
080757858448671808,Social,0
0807678195909720205,Social,0
0807730997956182013,Organic Search > Paid Search,0
0807735648392292395,Organic Search,0
0807747866035088729,Social,0
0807760920880916027,Organic Search,0
0807780452845906244,Organic Search,0
0807792325267812009,Organic Search,0
0807848849607316430,Organic Search,0
0807910803097181451,Organic Search,0
0807927978440774640,Organic Search,0
080798496248935295,Social,0
080798748634833695,Organic Search,0
0808025010373458983,Social,0
0808067517666052971,Organic Search,0
0808136381026493431,Social,0
0808188573031707969,Organic Search,1
0808207025271674660,Direct > Direct,0
0808278951790766314,Social,0
0808296786917831290,Organic Search,0
080836537863724621,Organic Search,0
0808488045433965889,Organic Search,0
0808536419432192127,Organic Search,0
0808547739351566448,Referral,0
0808573466825057698,Social,0
080865664847380708,Organic Search,0
0808668681226218584,Paid Search > Paid Search > Organic Search,0
080867498494413054,Social,0
0808682427981352548,Direct > Direct > Direct > Direct,0
0808683434367015892,Organic Search,0
0808694971366407863,Organic Search,0
0808715329362754365,Organic Search,0
0808816864781004066,Paid Search,0
0808849084472723824,Social,0
0808865545690761111,Organic Search,0
0808891074912280300,Social,0
0808902906781951258,Social,0
0808955980460345972,Social,0
0809002801721622398,Social,0
080901432777540885,Social,0
0809093509393287859,Social,0
0809110916251307254,Social,0
0809110955305076114,Organic Search,0
0809115793822626186,Organic Search,0
0809223652590503725,Direct,0
0809271006714194911,Referral,0
0809285593169508187,Direct,0
0809361345397498082,Affiliates > Affiliates,0
0809513283875871540,Organic Search > Organic Search,0
0809515333769113020,Organic Search,0
0809529358312397537,Social,0
0809617711249310381,Organic Search,0
0809640795703051888,Organic Search,0
0809671392373063750,Social,0
0809754194242081354,Social,0
0809761846240181691,Social,0
0809891245265423324,Organic Search,0
0809905336638253855,Direct,0
0809927389535010920,Organic Search,0
0809975502290441803,Organic Search,0
0810056835717560993,Affiliates > Referral,0
081007708114028750,Direct,0
0810099619596215877,Organic Search,0
0810129349962502785,Social,0
081014127026645443,Referral,0
081020028734266241,Organic Search,0
0810222678152677488,Paid Search,0
0810239499122841520,Organic Search > Organic Search,0
0810252225273869506,Direct,0
081025580915248224,Direct,0
0810259226676497139,Organic Search,0
0810272919260196265,Organic Search,0
0810314132053930839,Organic Search,0
0810337534429539273,Social,0
0810358838956298276,Organic Search,0
0810442698842266300,Social > Social > Social > Social,0
0810458292815933558,Organic Search > Organic Search > Organic Search > Organic Search,0
0810503440963993805,Organic Search,0
0810563443947477001,Referral > Referral,1
0810581536376729434,Social,0
0810611336424353310,Referral,0
0810678311668037954,Organic Search,0
0810712044051074501,Social,0
0810714342822421091,Direct,0
0810739677099097856,Social,0
0810776034974635411,Social,0
0810871982651261910,Social,0
0810916686618377768,Social,0
0810956807952965616,Social,0
0810961920719138175,Organic Search,0
0811102217472967617,Social,0
08111023138153861,Organic Search,0
0811155892875602608,Social,0
0811193135589087078,Social,0
081119838954067236,Organic Search > Organic Search,0
0811199217586304235,Referral,0
0811236083257378930,Organic Search,0
0811244576405700839,Organic Search,0
0811334160011484767,Organic Search,0
0811339686180783981,Referral,0
0811349616310743402,Direct,0
0811404184856533114,Organic Search,0
0811465719921816854,Direct,0
0811493723779225428,Social,0
0811532332246916048,Organic Search,0
0811615807563261298,Organic Search,0
0811673566425955337,Social,0
0811713572590042776,Organic Search,0
0811722857560016967,Social,0
0811751649784990855,Social,0
0811766935940820277,Organic Search,0
0811775125879287806,Social,0
0811783033105363506,Direct,0
081179404551426123,Organic Search,0
0811818907393842026,Direct > Direct,0
081182541255257955,Direct,0
0811883362272400646,Organic Search,0
0811886679553994124,Direct,0
0811950844595817684,Social,0
0811996606446626345,Social,0
0812039723168483219,Organic Search,0
0812112527147542914,Organic Search,0
0812163980285279778,Social,0
0812215330014687894,Organic Search,0
0812247529694836870,Organic Search,0
0812262487053464222,Organic Search,0
0812279743651612860,Social,0
0812287053706347618,Organic Search,0
0812319162086790638,Organic Search > Organic Search,0
0812325440528442735,Referral,0
0812380084708965285,Affiliates,0
081239160679101379,Direct,0
0812423077831742625,Organic Search,0
0812479359280571467,Organic Search,0
0812510700779826360,Referral,0
0812640198141892462,Organic Search,0
0812666856776018361,Organic Search > Organic Search,0
0812694575487048012,Organic Search,0
0812697329895229962,Direct > Referral > Referral > Referral > Referral > Organic Search,1
0812709391229926361,Social,0
0812725766748712638,Organic Search,0
0812761644183749630,Social,0
0812768503506262880,Organic Search,0
0812829901604617281,Social,0
0812834170881196628,Organic Search,0
0812855967520927030,Direct,0
0812922161082307698,Social,0
0812949384535120575,Organic Search,0
0812952521100641523,Social,0
0812969317402665487,Social,0
0812972967958249595,Direct,0
0812985750762786497,Social,0
0812997685296674064,Referral,0
0813081956693176859,Social,0
0813171237205182469,Affiliates,0
0813188927839280365,Social,0
0813236975928125887,Organic Search > Organic Search,0
0813239819193333784,Social > Social,0
0813259097177245530,Organic Search,0
0813264110675311247,Organic Search,0
0813338774689880462,Direct,0
081333991549524158,Social,0
0813368772020168796,Organic Search,0
0813375244932821822,Organic Search,0
0813376002286567694,Social,0
0813429403951911154,Social,0
081350444742128336,Direct > Direct > Direct,0
081351647510449061,Organic Search,0
0813529127421597191,Organic Search,0
0813529352296241872,Organic Search,0
0813537101951360629,Organic Search,0
0813623216589570302,Social,0
081364858803344153,Social,0
0813663073462991623,Direct,0
0813764393750212641,Direct,0
0813776412948840293,Social,0
0813827602690920805,Direct,0
0813861734743905910,Referral > Referral,0
0813880775299054336,Social,0
0813897329803779275,Organic Search,0
0813944361878182724,Social,0
081396416079159335,Referral,0
0813993982210283051,Organic Search,0
0814057721353707970,Social,0
0814065054952760737,Organic Search,0
0814066320164004352,Referral,0
0814096304149888848,Social,0
0814181214526882407,Direct,0
0814282096182791391,Social,0
0814319824576192155,Organic Search,0
08143594582615202,Organic Search > Organic Search,0
0814415641630171024,Social,0
0814519026319406378,Referral > Referral > Referral,0
0814529773977696410,Organic Search,0
0814555191547263229,Direct > Direct > Direct,0
0814619555232096416,Organic Search,0
0814620672167463166,Direct,0
0814627799791372469,Organic Search,0
081470197935092530,Referral > Referral,0
0814734513004366147,Direct,0
0814745546336896858,Organic Search,0
0814754883093835686,Social,0
081478825647126941,Affiliates,0
0814823718648733723,Direct,0
0814833280920508366,Organic Search,0
0814861916514656551,Organic Search,0
0814895201539988781,Social,0
0814900163617805053,Social > Social,0
08149004414828165,Social,0
0814918683488730424,Direct,0
0814925661844501562,Organic Search,0
0814956622553476153,Organic Search,0
0814957892475587193,Organic Search,0
0814972815900495022,Organic Search > Organic Search > Organic Search,0
0814994719878455717,Direct,0
0815016922191687438,Social,0
0815026591131597976,Organic Search,0
081503822750396162,Social,0
0815080414363209859,Social,0
0815085151233436704,Social,0
0815185463459837556,Social,0
0815275195957625073,Social,0
0815277188253821642,Organic Search,0
0815301278602111270,Social,0
0815303383277659803,Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,1
0815305213762594773,Paid Search,0
0815346780911187203,Organic Search > Paid Search,0
0815353299906447962,Social,0
081535933148175550,Organic Search,0
0815385905694196511,Referral,0
081539416889579735,Direct,0
081539688075166658,Organic Search,0
0815403851031911880,Paid Search,0
0815451793551463481,Direct,0
081556564478651117,Social,0
081557597114635363,Social,0
0815604850381031138,Referral,0
0815606512175959990,Social,0
0815660022674958500,Social,0
0815860000146312217,Direct > Direct > Direct > Direct,0
0815891786135425332,Organic Search,0
0815892358276620670,Social,0
081603301857033215,Organic Search > Organic Search,0
0816054293048801865,Organic Search,0
0816095200771854962,Social,0
081614000864558826,Organic Search,0
0816231460349200918,Social,0
0816303720866257264,Organic Search,0
0816385550151658156,Social,0
0816406544200132934,Organic Search > Organic Search,0
081645995949078257,Organic Search > Organic Search,0
0816489374519650742,Social,0
0816525750886762110,Social,0
0816536577367914288,Direct,0
0816674328847086227,Direct,0
0816685272266518315,Organic Search,0
0816728147161804163,Organic Search,0
0816748510322061366,Organic Search > Organic Search,0
0816813895802948940,Social,0
0816823424454962144,Direct,0
0816877685967343983,Social,0
0816917076399373745,Social,0
0817073392901177980,Direct,0
0817087145771336469,Social,0
0817163495934406198,Social,0
0817210601978549454,Referral,0
081723008834002521,Organic Search,0
0817243684793940564,Paid Search,0
0817292185652781919,Direct,0
0817292797388770538,Organic Search,0
0817331144801763001,Organic Search,0
0817337831908197094,Organic Search > Organic Search,0
0817358660621713425,Paid Search,0
081742451931208205,Social,0
0817450937270281736,Organic Search,0
0817461424041536691,Social,0
0817482185744797179,Organic Search,0
0817527187754305859,Social,0
0817715390503373317,Organic Search,0
081777168834392807,Referral,0
0817858804603591579,Display > Display,0
0817885036722512240,Social,0
0818006144464008882,Direct,0
0818024386692038195,Social,0
0818062956990179009,Direct > Direct > Direct > Direct > Direct > Direct,0
0818145479352316711,Direct,0
0818159931992437023,Organic Search > Organic Search,0
081824945130002614,Social,0
0818306724584591271,Direct,0
0818311523359120065,Social,0
0818366108671192545,Organic Search,0
0818368859639443376,Social,0
0818372147012954931,Organic Search,0
0818387110716036803,Social,0
0818431844088821174,Organic Search,0
0818446095744411957,Organic Search,0
0818489007614421543,Organic Search,0
0818549872572991443,Social,0
081861274187891845,Organic Search,0
0818615579815073021,Social,0
0818643536272668045,Organic Search,0
0818673276234408704,Direct,0
0818673687655246517,Direct,0
0818763329730788845,Direct,0
0818846203658548528,Direct,0
0818863408940473732,Organic Search,0
0818874053277954180,Direct,0
0818938510473236946,Social,0
0818943256437877727,Social,0
0819052181035803381,Social,0
0819067550490601434,Social,0
0819222735653194547,Direct,0
0819226154306574315,Social,0
0819272222579381050,Organic Search,0
0819342272743656403,Referral,0
081935448550555122,Organic Search > Organic Search,0
0819379761890573600,Referral,0
0819403585876471058,Organic Search,0
081941570147271148,Social,0
0819444219787294526,Social,0
0819477457984133216,Social,0
0819545640204268542,Direct > Direct > Organic Search,0
0819629935596700689,Organic Search,0
0819658782896013328,Paid Search,0
0819752144167174188,Organic Search,0
0819752662204376926,Organic Search,0
0819788749385232075,Organic Search,0
0819850764033605848,Organic Search,0
081985686030532619,Direct > Direct > Direct,1
081991097033147235,Social,0
0819941629191365105,Social,0
0819960167358245792,Organic Search > Organic Search,0
0819986789769541426,Organic Search,0
0820013973529308725,Direct,1
082002208279170572,Direct,0
0820068838517233730,Social,0
082014279706248515,Organic Search,0
0820171994342178454,Social,0
0820185524901647863,Organic Search,0
0820231752756312990,Organic Search,0
0820264683472761915,Organic Search,0
0820373052299710530,Social,0
082042015052311626,Organic Search > Organic Search,0
0820421770555834182,Referral > Referral,0
0820440377386750710,Organic Search,0
082044463096214568,Direct,0
0820466171989911580,Social,0
0820481763010128586,Organic Search > Organic Search,0
0820486012775826633,Direct,0
0820550879064097726,Direct > Referral > Organic Search,0
0820567360858579856,Social,0
0820597771034673941,Social,0
082060678421219910,Affiliates > Affiliates > Affiliates > Affiliates > Affiliates > Affiliates,0
0820626878176759168,Referral,0
082067105948656493,Social,0
0820693805463402029,Social,0
0820727478936657147,Organic Search,0
0820769760905647458,Organic Search,0
082077591015653623,Organic Search,0
0820887054089809323,Organic Search,0
0820976789481463153,Organic Search,0
0820977927443125554,Organic Search,0
082101259523267904,Organic Search,0
0821025464440545418,Direct > Direct > Direct,0
0821046187998917141,Referral,0
0821104645538474369,Referral > Referral,0
0821122763949061812,Social,0
0821154975617164602,Social,0
0821163669976634681,Social,0
0821167655801354918,Direct,0
0821329680800436669,Social,0
0821333020520423432,Direct,0
0821367356084691120,Social,0
0821440790090365873,Organic Search,0
0821483330454044236,Social,0
0821483810862254483,Direct,0
0821495237629192668,Social,0
0821595152284420113,Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,0
0821608483221991584,Social,0
0821615472446439066,Organic Search,0
0821621799495109938,Organic Search,0
0821702400079313731,Organic Search,0
0821737932458940253,Organic Search,0
0821741033322197489,Direct,0
0821746938424805535,Organic Search > Organic Search > Organic Search > Organic Search,0
082179387169895008,Referral,0
0821844341516879844,Social,0
0821847558536489017,Organic Search,0
0821917378324057255,Social,0
0821918574823711071,Organic Search,0
0821972696586822816,Social,0
0822026525992260045,Social,0
0822047385690642558,Social,0
0822049428192286147,Organic Search,0
0822063744245507195,Organic Search,0
0822075410720366645,Organic Search,0
0822094971629238639,Paid Search,0
0822096258132974512,Direct,0
0822118142436801826,Organic Search,0
0822127350772595792,Organic Search,0
0822129701377026814,Social,0
0822146622967137517,Affiliates,0
0822157835924052341,Organic Search,0
0822169778900918566,Social,0
0822176435821296779,Social,0
0822213651234237387,Referral,0
08223055070913887,Direct,0
0822364541071758962,Social,0
0822377000195927959,Social,0
0822438277028758383,Social,0
082245861912990077,Social,0
082248347401969563,Organic Search,0
0822524997171879409,Organic Search,0
0822531552568286816,Paid Search,0
0822543791696751301,Direct > Direct > Direct > Referral,0
0822551807617743019,Organic Search,0
0822569321612529660,Social,0
0822589150003161226,Social,0
0822652537287541956,Direct,0
082273695879637827,Social,0
0822757398964832062,Direct,0
0822817348676875459,Organic Search,0
0822828342407291065,Organic Search,0
0822863174316954130,Social,0
0822865095086047642,Direct,0
0822885689137928998,Social,0
0822927777128026832,Social,0
082302563636957118,Organic Search,0
0823091818637003072,Direct,0
0823121036940915453,Social,0
0823197769909763712,Social,0
0823420169470781720,Organic Search,0
0823426552186076605,Social > Social,0
0823441614433773899,Organic Search > Organic Search,0
0823461979076823210,Social,0
0823493115884002035,Organic Search,0
0823514877762888477,Organic Search,0
0823521800642426278,Organic Search,0
0823549558411321520,Social,0
082363980799291435,Organic Search,0
0823655712769579214,Social,0
0823716072333020451,Organic Search,0
0823749929616719889,Direct,0
0823812387493594081,Organic Search,0
0823880199390937110,Paid Search,0
0823909142169925707,Organic Search,0
0823915810282770863,Referral,0
0823959269798096611,Social,0
0823970337909778862,Social,0
082397547396057025,Social,0
0823982378302133220,Social,0
0823990928914981747,Social,0
0824013475366273073,Social,0
0824038982509352181,Affiliates,0
0824168647055660824,Social,0
0824218829758504216,Organic Search,0
0824259664308354404,Direct,0
0824269839840233276,Direct > Organic Search,0
0824272787211035890,Direct > Direct,0
0824281398658323906,Direct,0
08242933979970283,Direct > Referral > Referral,0
0824307731291471210,Direct > Referral > Referral,0
0824336005517628021,Social,0
0824356042840246683,Organic Search > Organic Search,0
0824477790518350220,Social,0
0824582382960905297,Organic Search,0
0824586186580759230,Organic Search > Organic Search,0
0824629078606101239,Social,0
0824665152140115981,Organic Search,0
0824768933062478760,Organic Search,0
0824839726118485274,Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search > Organic Search,0
0824865036412277626,Referral,0
0824869487646560723,Direct > Direct,0
0824869852290167899,Social,0
082487132625660052,Direct,0
0824883138241551942,Organic Search,0
0824892287098688862,Organic Search,0
0825016669095831257,Direct > Direct > Direct > Direct > Direct > Direct,0
0825107969343341910,Social,0
0825111531028081229,Organic Search > Organic Search,0
0825117958335067705,Direct,0
0825149677407287929,Direct,0
0825156641405721525,Organic Search,0
0825165417343405368,Referral > Paid Search,0
0825262238417623841,Social,0
0825388315490339956,Direct,0
0825417889637801973,Organic Search,0
0825506122149492359,Organic Search,0
0825507266245733121,Social,0
0825550793549108831,Paid Search > Paid Search > Organic Search > Organic Search,0
0825577371378678482,Social,0
0825655874676483924,Social,0
082568786694411099,Organic Search,0
0825712606187562296,Social,0
0825722456017887858,Social,0
0825839909815099047,Organic Search,0
0825912696474318757,Organic Search,0
0825925792730623820,Social,0
0825928524984038037,Direct,0
0825980334902815788,Organic Search,0
082598815986856770,Organic Search > Organic Search,0
0826050385534841831,Organic Search,0
0826058624201754862,Social,0
0826073163509164547,Organic Search,0
0826159109449319887,Social,0
0826166825412434050,Organic Search,0
0826177890901731147,Organic Search,0
0826207709739498709,Organic Search,1
0826235829126142145,Social,0
0826244148511474229,Organic Search,0
0826285531449722081,Social > Social > Social > Social > Social > Social > Social,0
082632602100780765,Organic Search,0
082632945658361453,Social,0
0826331514269914395,Referral > Referral,0
0826352574299683469,Social,0
0826382182256472201,Referral,0
0826413853505460761,Referral,0
0826446070890135524,Organic Search > Organic Search > Organic Search > Organic Search,0
0826463256254170341,Social,0
0826473919199790218,Referral,0
0826518764663206702,Organic Search,0
0826631482455923932,Social,0
0826635193552300059,Social,0
0826727850597523751,Direct,0
0826744284237523816,Organic Search > Organic Search,0
0826802798180731110,Affiliates > Organic Search > Affiliates > Affiliates > Affiliates,0
0826805309080110381,Direct,0
082681699377070350,Organic Search,0
0826864378554240552,Direct,0
082690770289084480,Organic Search,0
0826922844586962390,Social,0
0826962824404601722,Social,0
0827051073510134655,Organic Search > Organic Search > Organic Search,0
0827053410778358742,Social,0
0827090594713831323,Referral,0
0827121786736236559,Social,0
0827198347254048859,Organic Search,0
0827245558967913988,Social,0
0827301232409104153,Organic Search > Organic Search,0
0827375580833582323,Direct,0
082750399312104572,Organic Search,0
0827563996750497136,Referral,0
0827576400484577670,Social,0
0827585217182071244,Organic Search,0
0827721047010562264,Referral > Referral,1
0827765570595184948,Organic Search,0
0827861596142314861,Organic Search,0
0827883894478778153,Referral,0
0827955642934713319,Social,0
0827991057693937245,Social,0
0828013363320279538,Social,0
0828031489296653263,Direct,0
0828084500493444463,Direct,0
0828100049313964635,Social,0
0828129962834497001,Referral,0
08281382182707533,Referral,0
0828144286012793435,Social,0
0828147344382235406,Direct,0
0828179596537355429,Social > Social > Social,0
082824343088923462,Social,0
0828265313067399916,Organic Search,0
0828346965337249044,Organic Search,1
0828495061413357677,Social,0
0828515131992546964,Direct,0
0828520380176830355,Social,0
0828540967937327186,Social,0
082855231801421855,Social,0
0828552989700647647,Social,0
0828583826852419743,Paid Search > Organic Search,0
0828706247199034530,Social,0
0828715488718308610,Organic Search,0
0828744609855790401,Paid Search > Paid Search > Paid Search > Organic Search,0
0828767371371929154,Affiliates,0
0828767822847210324,Organic Search,0
0828769387519209927,Social,0
082878806527197412,Direct,0
0828815215192920097,Direct,0
0828820387367460570,Social,0
0828849131230613481,Referral,0
0828849470099482166,Organic Search,0
082885973597572748,Organic Search,0
0828948216302716824,Social,0
0828961998581770738,Direct,0
082897596779192445,Referral,0
0829037655227762635,Organic Search,0
0829052730205902194,Social > Social > Social > Social,0
0829055078783365787,Referral,0
0829086256053896436,Referral,0
0829115929732752662,Social,0
0829176546600058487,Organic Search,0
082921604033147043,Referral,0
0829283319128889999,Direct,0
0829301502498990089,Organic Search,0
0829318758525991777,Organic Search,0
0829335894085498841,Referral,0
0829380931347183203,Social,0
0829391923441775248,Social,0
0829419680163987773,Organic Search,0
0829426373079838931,Social,0
0829452980180598805,Social,0
0829506991576267399,Social,0
0829523931932991940,Direct > Direct > Direct,1
082952801660853577,Organic Search,0
082954554525215344,Organic Search,0
0829560723174067621,Organic Search,0
0829636122820781638,Social,0
0829653350054617028,Social,0
0829655288710513209,Social,0
0829659382348739292,Direct,0
0829669352197021910,Social,0
0829671881660199938,Social,0
0829769894052708828,Organic Search,0
0829780527587463427,Social,0
0829794240515783949,Organic Search,0
0829819669352506742,Social,0
0829881478725360185,Direct,0
0829884742307608993,Social,0
0829904852237985018,Organic Search,0
082996160896290978,Organic Search,0
0830053738909984228,Organic Search,0
083010615870096105,Direct,0
0830215024600450137,Paid Search > Paid Search,1
0830223799033041198,Organic Search,0
0830278360317039733,Direct,0
0830286822571087678,Social,0
0830322060563658359,Direct,0
0830351564406804408,Referral > Referral,0
0830588846658365413,Organic Search,0
0830589352731986438,Direct,0
0830610629851922493,Direct,0
0830666379313002055,Referral,0
0830773613368901145,Organic Search,0
0830852887309972037,Social,0
0830932383755948059,Social,0
0830934369786251152,Social,0
0830939840643134706,Referral,0
0831043576192215814,Organic Search > Organic Search,0
0831050421645703525,Direct,0
0831070895103503350,Social,0
0831152186290364291,Organic Search,0
0831182165118419056,Organic Search,0
0831240465317616302,Organic Search,0
0831321008034399154,Organic Search,0
0831350858676685668,Affiliates,0
0831361910771332667,Organic Search > Organic Search,0
0831385863704009485,Organic Search,0
0831392382927604012,Organic Search,0
0831405112722526050,Referral > Referral > Referral > Referral,0
0831438264084751716,Direct,0
083146471589939356,Organic Search,0
0831505654131190422,Social,0
0831548648458052281,Direct > Direct > Direct > Direct > Direct > Direct > Direct > Direct,0
0831686311013884874,Social,0
083171851528901097,Direct,0
0831728703734961368,Direct > Direct,0
0831786272422951300,Organic Search,0
0831815991709531652,Social,0
0831856254418996339,Social,0
0831884221749740395,Direct,0
0831902876866763993,Direct,0
0831935694141347503,Social,0
0831983766159047074,Organic Search > Organic Search,0
0831989397097566016,Social,0
0831991244620939772,Organic Search,0
083202035367993780,Organic Search,0
0832039802023464502,Social,0
083204041260716671,Organic Search > Organic Search,0
0832090913913890036,Referral,0
0832106315132281738,Social,0
0832110819394290896,Social,0
0832156582426195600,Social,0
083216629499213048,Organic Search,0
0832202913039002623,Direct,0
0832225613865190440,Organic Search,0
0832457652015049921,Organic Search,0
0832499244796366926,Social,0
0832502361006866887,Organic Search,0
0832518474402563236,Affiliates,0
0832559029306155114,Social,0
0832580483036833392,Organic Search,0
0832624584049608764,Referral,0
0832722704605597616,Social,0
0832752227636233290,Direct > Direct,0
0832815209163595982,Social,0
0832827539282051361,Organic Search,0
083282782734943139,Social,0
0832838396857751651,Direct,0
0832840889719631613,Organic Search,0
0832872181138331320,Social,0
0832877534055270851,Social,0
0832882484777948176,Social,0
0832942741300346299,Social,0
0833008130214361267,Direct,0
0833010300026416606,Direct,0
0833055695327130296,Social,0
0833085892079245039,Organic Search,0
0833116759574650794,Organic Search > Organic Search,0
0833127731780690944,Social,0
0833204632741236810,Organic Search,0
0833255637350448147,Organic Search,0
0833289791458716764,Organic Search,0
0833292292369457060,Social,0
0833309092554670768,Organic Search,0
0833424627952249104,Organic Search,0
0833439750715929188,Organic Search,0
0833444878503815471,Organic Search,0
0833496224517857533,Social,0
083354339383726988,Referral > Referral,0
0833557292616556328,Organic Search,0
0833562838483478928,Social,0
0833586161004039945,Organic Search,0
0833589550862066476,Organic Search,0
0833661136681024922,Organic Search,0
0833673658505743917,Direct,0
0833798770477556828,Organic Search,0
0833802672962058376,Organic Search > Organic Search,1
0833807359036239859,Social,0
0833831739150583709,Referral > Referral,0
0833835186544152263,Organic Search,0
0833837330832319675,Social,0
0833848161203195122,Social,0
0833850301739592719,Paid Search,0
0833883544139724538,Direct > Direct,0
0833885141069828782,Organic Search,0
0834035737217771419,Social,0
0834158265823016298,Organic Search,0
0834179134519220835,Social,0
0834382872444915363,Organic Search,0
083440116759721555,Direct,0
0834453370110165389,Paid Search,1
0834536692759943981,Social,0
0834550166097105923,Social,0
0834564395183689114,Direct,0
0834570474325525981,Social,0
083464875647805567,Social,0
0834671363458666550,Referral,0
0834672464806037207,Referral,0
0834711792894125615,Organic Search,0
0834767302893805122,Direct,0
0834779191220825413,Organic Search,0
0834820770038613874,Organic Search,0
0834865856903435848,Social,0
0834876622943265296,Organic Search,0
0834979310642598445,Organic Search,0
0835026513891976747,Organic Search > Organic Search,0
0835134598011330329,Referral,0
0835177469895994661,Social,0
0835254501586067337,Organic Search,0
0835258838123409003,Referral > Referral,1
0835285305925926701,Organic Search,0
0835333761988989024,Organic Search,0
0835334355562422489,Social,0
0835393715808305418,Referral > Referral,0
08354540386422484,Organic Search,0
0835462258253019849,Social,0
0835469339558387182,Social,0
083551035737432134,Organic Search,0
0835513975431016453,Organic Search,0
0835561453363313189,Social,0
0835586761907896608,Organic Search,0
0835689380257899844,Social,0
0835723458172744410,Direct,0
0835742427511235964,Social,0
0835763494250728318,Organic Search,0
0835782737462895443,Organic Search,0
0835834841357163571,Social,0
0835865969522419719,Social,0
0835885361545136958,Social,0
0836042617176166975,Referral,0
0836075652810755483,Social,0
0836083154826265012,Social,0
0836129488985181100,Social,0
0836153320574386305,Referral,0
0836158020634248126,Organic Search,0
083620993913538709,Social,0
0836218463906574455,Organic Search > Organic Search > Organic Search,0
0836229777799336305,Organic Search,0
0836232604151153819,Direct,0
0836389573302697351,Social,0
0836408982304826866,Social,0
0836428448869082470,Social,0
0836430009380919645,Direct,0
0836434765034210795,Social,0
0836517174665982967,Organic Search,0
0836625888084683442,Social,0
0836627357948982074,Direct,0
0836691441759343993,Direct,0
0836724663969501594,Organic Search,0
083674795109431337,Social,0
0836787081594496390,Social,0
0836838397340534963,Organic Search,0
0836861017708737270,Social,0
0836874103439926519,Social,0
0836901144423423141,Social,0
0836988063519285658,Direct > Direct,0
0837076903352056716,Direct,0
0837097399155521380,Organic Search,0
0837126212801535539,Organic Search,0
0837136738518890861,Organic Search,0
0837188489684001908,Social,0
0837279339736543338,Social,0
0837319798105121124,Social,0
0837412309449112500,Referral > Organic Search,0
0837418231742149437,Direct,0
0837484338287213006,Direct,0
0837503591736792768,Direct,0
083758347273348218,Social,0
0837589812794063214,Social > Social,0
0837618909267970385,Organic Search,0
0837666244192797567,Organic Search,0
0837667658130093404,Organic Search > Organic Search,0
0837676096198003219,Social,0
0837683886558149063,Direct > Direct > Direct,0
0837714015222526494,Organic Search,0
0837738049477955310,Direct,0
0837857394637329794,Social,0
083789698540560492,Social > Social,0
0838053278172916395,Organic Search,0
0838070677049551000,Social,0
083807487324903988,Organic Search,0
0838120655065219293,Social,0
0838138130711137629,Social,0
0838195774399644857,Social,0
083829436206337730,Direct,0
0838358470667846617,Organic Search,0
0838360972938429105,Social,0
0838373083528499897,Organic Search,0
0838410682652419770,Social,0
0838411377080988991,Social,0
0838471383349119086,Direct,0
0838539446070441101,Social,0
0838539726131967503,Organic Search,0
0838546738287539392,Organic Search > Organic Search,0
0838617448477328057,Organic Search,0
0838634666604379926,Social > Social,0
083867748091856869,Social,0
0838695877604656942,Referral,0
0838748904497428117,Organic Search,0
0838771097121902437,Referral,0
083878818987629745,Social,0
0838802290724799860,Organic Search > Organic Search,0
0838853636685917797,Social,0
0838862112296279011,Organic Search,0
083891579020523334,Organic Search,0
083896117263135856,Social,0
083896383519673403,Social,0
0839022439615677682,Referral,1
083907154776136531,Referral,0
083914158643436574,Referral,0
0839243972163773855,Social,0
0839278822735088468,Social,0
0839298458154271058,Direct,0
0839395288995143265,Organic Search,0
0839402576233991195,Social,0
0839452385713397497,Organic Search,0
0839497484510614032,Affiliates,0
0839560865423027275,Referral,1
0839569962380461542,Organic Search,0
083957869504054928,Direct,0
0839583066185900058,Organic Search,0
0839617588019591311,Organic Search,0
0839718767346353981,Social,0
0839743879855581495,Organic Search,0
