full_visitor_id,visit_id,transactions,revenue
19814677684676098,1480956904,1,40.98
19814677684676098,1484015270,1,55.39
198403235748042235,1480620836,1,67.96
1984127525672882092,1478529676,1,47.79
1986045889598602804,1480360509,1,64.99
199097744636621972,1484701819,1,680.05
1992524663355692792,1487207043,1,30.0
1995748726207840322,1482031791,1,18.99
1995912971460656574,1480949203,1,148.71
1996773434304553418,1487835927,1,45.79
1997283608635698919,1484627685,1,26.59
1998944550000750737,1478031015,1,51.96
2001149638183224329,1479390439,1,733.34
2002941584451367020,1484944068,2,76.39
2003561262273243977,1478197103,1,28.19
2003564080152950767,1485808664,1,81.76
200523063890471612,1485738200,1,340.04
2009706373973411398,1481643785,1,65.69
201226261435270434,1482170984,1,21.19
2017847299139936256,1485381477,1,46.0
2020115174591875878,1484322843,1,211.9
2020115174591875878,1485900459,1,414.3
2020115174591875878,1488310439,1,396.1
2026637372991465466,1487370470,1,41.59
2032340774982891136,1481588626,1,18.16
2033149648526352722,1481515224,1,69.92
203503895549680791,1487915941,1,30.97
2037170738057013329,1487562829,1,12.98
2039413873699191010,1479097242,1,654.1
2048840372158203598,1478288758,1,61.96
2050051246311654056,1481988909,1,64.99
2056532343381851123,1482950091,1,14.39
205818826345710444,1485483505,1,18.96
2061193526205671721,1482604642,1,29.99
2061193526205671721,1482703268,1,36.98
2070973913663396602,1480865030,1,64.99
2070973913663396602,1481253393,1,49.79
20712449954637118,1481603196,1,92.92
2072942859070557608,1481787032,1,58.35
2074164338647079047,1478292932,1,19.99
2074164338647079047,1478552888,1,49.79
2074164338647079047,1478727575,1,21.99
2076798586652430197,1481951985,1,30.97
2077293997030984346,1485904887,1,13.99
2078583228250254997,1484785451,1,18.19
2083574620132385053,1478703700,1,32.48
2087880022078046202,1485379213,1,24.99
2090714886530233895,1483981412,1,88.98
2093025970866126712,1482597946,1,47.79
2093134694276222587,1481845173,1,21.73
2094792722274166219,1481863308,1,143.72
2101142366050947272,1481867475,2,159.36
2107066728400193912,1483674920,1,30.99
2107545883335786195,1487801156,1,36.98
2109053541085110320,1480473264,1,93.98
2114561506253117840,1486068695,1,13.99
2120280500988585465,1479614357,1,36.99
2124048453506060621,1480528349,1,64.99
2127057091012391877,1482008446,1,30.98
2130970500799303391,1482705025,1,136.37
2130970500799303391,1482956318,1,182.97
2135877003098860196,1487889241,1,16.99
2141731581139824096,1478132782,1,634.8
2144851320605513754,1479309239,1,32.19
2147366385529994830,1485537129,1,22.99
2166438591525900148,1480354803,1,107.05
2166926649177824953,1482941888,1,140.95
2169536133056413010,1481842512,1,28.99
2170187207466627823,1484028859,1,292.92
217188275236417745,1486386891,1,87.97
2173668037003458952,1481045020,1,51.47
2174772547924417829,1482173784,1,23.79
217550297208282577,1480988061,1,19.99
2187177207543456316,1482089993,1,179.75
2193251253036865639,1479012556,1,111.77
2193251253036865639,1482377380,2,125.94
2196696088271959039,1484073248,1,287.5
2196740575816500871,1481229897,1,47.79
219877622979658253,1478097393,1,50.46
219877622979658253,1481811786,1,26.99
2198879349250618795,1484361694,1,52.14
2200937362682564380,1481178609,1,24.78
2202174012699515596,1480915196,1,23.99
2208179340101029302,1484774664,1,1359.7
2209030491499582546,1481751144,1,14.59
2216135722677526525,1478040789,1,26.78
2220468726851984072,1481240568,1,109.96
2224647012482768060,1482089673,1,46.98
2234644290294742127,1487704789,1,40.99
2236066284946239355,1484179342,1,96.99
223992111609267003,1482091232,1,22.99
2241578867926472295,1481293032,1,113.54
2242104653639396503,1486398712,1,35.98
224703071908989026,1480795711,1,27.99
224703071908989026,1481385577,1,22.19
2253237370492207387,1481558298,1,18.99
2258248239862507643,1481565712,1,22.99
2260555908321258880,1478267075,1,22.37
2262018521556676288,1485292180,1,8.99
2263008738696864594,1482597570,1,20.99
2263874374627120387,1482261981,1,57.97
2265703789548596461,1483295231,1,44.57
2269933673702362109,1479487061,1,11.79
2272979836636092591,1483567448,1,176.8
227952716086847756,1480704314,1,44.57
2286438402554934622,1484847404,1,18.99
2289346231388937684,1487362504,1,90.97
2293938890799916112,1487372365,1,39.59
2294757944914427558,1481657324,1,516.04
2295871331415471856,1481925145,1,27.99
2297135054731105073,1481127843,1,1641.81
2306813020737490108,1486416388,1,41.98
2308970056076735364,1484162912,1,51.97
2309518825071815272,1480979582,1,88.47
2312901196911116113,1482943570,1,81.99
2316037784893459235,1481381557,1,27.99
2318328874963898738,1480396009,1,52.97
2319344514792111050,1480374515,1,60.99
2323370147843755314,1481738964,1,36.16
2324913285497438682,1479088388,1,42.19
2332536676601903155,1483992301,1,35.98
2334542446347570873,1480620348,1,25.73
2338178303528914061,1482422897,1,35.38
2339818672404404924,1481817817,1,173.57
2341873268573140480,1487278130,1,13.98
2345777682762972130,1479767173,1,32.99
2360605988531848015,1482860059,1,24.99
2367899770531887609,1483732158,1,38.98
2371906231211457127,1487282469,1,453.43
2375804711007415878,1484680776,1,47.79
2389910661161701186,1480703846,1,123.32
2390837948124103582,1487370502,1,38.59
239232141736563627,1481743984,1,36.98
2395484494080602357,1482869765,1,50.57
2397431554777461893,1478905313,1,184.16
2402527199731150932,1480093266,1,151.4
2402527199731150932,1482188198,1,94.94
2402527199731150932,1485453756,1,109.26
2402527199731150932,1485990127,1,293.8
2402527199731150932,1486398729,1,185.4
2405008838140625306,1481303661,1,22.99
2411322974724385937,1481291811,1,22.19
2411322974724385937,1481829204,1,36.18
2411322974724385937,1481832135,1,20.19
2411322974724385937,1482415308,1,27.99
2411322974724385937,1483546325,2,41.38
2411322974724385937,1485530972,1,51.58
2415085382840318427,1486077566,1,39.37
2415225635917488900,1479255159,1,43.99
2416466435320363096,1481414942,1,61.99
241662707620167476,1486843110,1,64.97
2422180165069305822,1484102917,1,25.4
2423345914861145053,1481040081,1,160.37
2424840844499220729,1479482904,1,232.92
2427288166622611520,1478554758,1,46.79
24304007537579808,1484770320,1,180.99
2430938506817988626,1481228194,1,703.0
2432203658822493030,1481921913,1,24.19
243443174438768554,1481573930,1,20.99
2434821222031951612,1483141522,1,36.96
2443130648849063586,1484930136,1,44.77
2444379082594823080,1479091468,1,103.99
2446685875964479851,1478745724,1,597.65
2446685875964479851,1479689333,1,494.8
2446685875964479851,1480128186,1,1471.36
2446685875964479851,1480525864,1,515.45
2446685875964479851,1488212442,1,690.4
2449425615576273633,1480095749,1,19.0
2449425615576273633,1483325141,1,53.96
2449425615576273633,1483474092,1,51.96
2454306711782802609,1478482587,1,42.36
2456653518531252522,1486007571,1,25.97
2478354346693137452,1484462123,1,20.18
2487086990379614577,1487975342,1,24.19
2496439703637913793,1482283481,1,1688.79
249856897836798285,1478290695,1,106.48
2499318985403227459,1484892136,1,183.9
2499407186380266291,1484633704,1,175.15
2499940374406096850,1478267111,1,24.58
2503504680943602888,1480522262,1,47.98
2507346080386513370,1479153936,1,88.6
2512335805046114445,1486016015,1,100.88
2512708881002227681,1488226088,1,306.93
2513134404212328094,1484341012,1,147.94
2513134404212328094,1486660323,2,286.88
2517364798811740879,1487267605,1,470.79
2523650599141481905,1480101981,1,121.97
2527528149176601,1480680916,1,17.99
2527621344230499541,1481731011,1,19.99
2528551022767237058,1482079220,1,67.99
2528551022767237058,1482089623,1,262.05
2528551022767237058,1482263185,1,79.78
2528617155272094595,1481686245,1,225.72
253217605888117906,1487961677,1,56.96
2535148739500640560,1479351854,1,93.97
2540477240433751647,1487108446,1,34.59
2542663761229463199,1480454168,1,44.96
2543151459368346920,1481045967,1,18.78
254413001205574315,1480711176,1,86.96
2546464604912220860,1480440587,1,384.26
2546464604912220860,1484363668,1,407.09
2546464604912220860,1485014740,1,417.8
2548634172843791136,1479942104,1,19.99
2549182723988683065,1486067577,1,188.65
2553957087129235590,1485445175,1,56.56
2556052031008889697,1479586241,1,65.58
2558560744676722529,1486998987,1,58.99
2559541037359538765,1478126871,1,96.99
2564270479700333184,1484919605,1,82.17
256685022822687518,1482367436,1,8.99
2567845597403175536,1487108159,1,59.38
25733439009029964,1481350356,1,14.39
2575256090311301096,1478656312,1,135.96
2583138417986718337,1479570159,1,82.92
2586051974603380942,1481305095,1,39.26
2586807659986814314,1480535803,1,37.96
2587166407924109433,1482285644,1,20.99
2587994886006501895,1480741782,1,75.39
2590629993785032145,1483711901,1,168.31
2591017631506070831,1483561743,1,139.92
2591017631506070831,1484842971,1,22.99
2592638729105052123,1484339881,1,58.96
2599676173769413395,1478903489,1,59.36
2602830122596681742,1482297850,1,9.18
260404193548201384,1487262799,1,28.98
2607736667163691156,1485797667,1,33.48
2620142844121221777,1480910825,1,46.79
2620614855835258214,1485798049,1,30.47
2621030918006073381,1487463037,1,26.99
2624822252903671857,1481683963,1,15.19
262536943380332040,1478157761,1,77.43
2627365926426456189,1487267852,1,92.98
2627508925809214754,1482461037,1,26.58
2630626637929580327,1478382005,1,111.33
2636295502284881140,1486233879,1,15.97
2640118849316353391,1480920463,1,32.2
264141526022556434,1482726449,1,118.96
2645531348518887881,1481740889,1,78.16
2647789776870473386,1480447385,1,24.99
2650142233022384920,1481475570,1,134.85
2654157729152071076,1482206313,1,18.99
2654985870202060107,1481052669,1,122.95
265773447087902231,1481566935,1,114.8
2660015528957444012,1486574455,1,32.58
2667042982185975310,1487351541,1,40.99
2667313637408501115,1481145213,1,22.99
2668364690542030763,1485278846,1,62.99
2678017605977262322,1484937964,1,106.78
2678408506245600860,1481742124,1,78.92
2682327128551926564,1482205625,1,84.95
2686617890416738717,1478546490,2,68.17
2698909979431470269,1484540759,1,25.99
2699081941742048853,1482362784,1,4.99
2702626484466818969,1483714902,1,25.98
2706500429954403422,1481508973,1,44.99
2708412574760368750,1482626482,1,241.95
2708901230247086106,1482006985,1,60.99
2709295266531200360,1486506475,1,423.24
2712138254756572869,1481313113,1,353.0
2734277132701240130,1483127773,1,25.98
2739022125200634612,1482176338,1,14.97
274035778263408429,1483311416,1,83.18
2740397345984519878,1481250663,1,84.99
2747620686251351645,1487394636,1,17.19
2751071784203497950,1484074173,1,194.64
2751071784203497950,1485805440,1,373.8
2751354013646268533,1487106483,1,8.19
2751456102223302101,1481059836,1,386.93
2752688798072608210,1479923669,1,417.4
2752688798072608210,1481212408,1,77.9
2754641781550794681,1485379628,1,22.97
2763002839330123118,1487198437,1,224.97
2770590171579767874,1480604002,1,55.55
2773216167322949918,1478377789,1,65.99
2773403605706356104,1478295755,1,62.99
2775394985633648624,1480969447,1,24.98
2776260304301247758,1480799639,1,18.59
2779352561946841357,1487042466,1,18.99
2779633414033651503,1480380639,1,45.98
277995947055991027,1483622617,1,98.98
278006067838626060,1482196210,1,61.92
278294025625890361,1481226480,1,37.19
2785285614162305625,1487734517,1,12.99
2793295987972453232,1483473211,1,22.99
2794285006629832465,1481750718,1,168.18
2794411975075446224,1482279589,1,63.97
280088274265058989,1479406437,1,13.98
2804925631896756050,1482087152,1,220.55
2807673742303315908,1481479149,1,58.99
2814253579769492109,1483208352,1,64.99
2814872551544320279,1483999908,1,111.99
282580967786243960,1481906867,1,111.78
2829963874275041366,1483986968,1,26.98
2831548695576636242,1480350937,1,19.99
2831548695576636242,1481074534,1,87.98
2838394030048546223,1484073717,1,160.92
2838394030048546223,1484153831,1,160.92
2838394030048546223,1485283949,1,202.9
2840155464434051520,1486141246,1,31.78
2840425200216568867,1479940097,2,28.59
2845007611633315187,1482185861,1,28.99
2848995850651736137,1478717338,1,25.37
2852655994444801734,1478021120,1,384.8
2857205495437639716,1487371535,1,37.59
2859330575716176857,1483642131,1,30.98
2862350995761121128,1480361466,1,146.76
2864376493455301677,1478300770,1,460.54
286670465887517107,1486749591,1,40.99
2867026002929382725,1481690045,1,22.38
287041233238865864,1482446957,1,16.59
28714765282885780,1486185884,1,92.31
2878531913092321151,1481471720,1,254.56
2880561522667457576,1482257189,1,33.99
2885831716084435366,1478257906,1,17.99
2888741988109163849,1480953207,1,57.96
2889102511410073224,1479242260,1,23.19
28920166996312450,1481826480,1,109.78
2893040356372252170,1480456237,1,58.14
2906374507586934680,1478370390,1,23.98
2908993415254649761,1483156405,1,32.18
2920950269946903107,1481577648,1,20.19
2920950269946903107,1481649984,8,127.31
2920950269946903107,1481656839,2,32.18
2923583380085498492,1485467793,1,46.79
2925488899469760262,1481825189,1,27.99
2926339495422227598,1479429766,1,70.54
2926339495422227598,1483484831,1,67.96
2928427849127448830,1486768971,1,22.99
292962023286659973,1481415237,1,61.94
2932968952415068282,1478133140,1,19.99
293387037477216156,1487633312,1,7.98
2936634930290678437,1484883045,1,25.99
2942212781099976151,1481647875,1,74.57
2942212781099976151,1481818717,1,46.56
2942212781099976151,1482174122,1,28.78
294715325435275737,1480522256,1,379.85
2948331056122711323,1487371405,1,75.18
2951780478776331799,1481328473,1,37.98
295938792891590357,1487770442,1,28.99
2964132388460265320,1481558725,1,51.79
2972947690277479777,1480519580,1,236.8
2973611363966262012,1482270548,2,69.56
2983171108603027589,1481857235,1,18.39
2989490372994376329,1481915714,1,53.76
2996634924605422083,1481320396,1,118.38
2997672988390707183,1480918096,1,62.97
2998921651332045258,1479968334,1,77.86
3013043151561993524,1480624326,1,46.79
3015350453130669624,1487440836,1,56.45
3017210075357079179,1487118073,1,48.99
3020902841110220885,1478275909,1,46.98
3022392995706412545,1479496268,1,23.19
3022392995706412545,1488086697,1,28.19
3022397806873476747,1479692099,1,23.99
3022821826736981569,1486268237,1,157.76
3026368959159738546,1487098320,1,68.97
3034814287433677969,1481327311,1,24.99
3038010493412298,1482616697,1,155.98
3039235683404225577,1478107415,1,132.51
3039235683404225577,1478203344,1,65.34
30600107416389173,1480437282,1,14.99
3061338030780455732,1481004102,1,104.91
306895922494129375,1483655784,1,22.59
3070332682472829056,1478220264,1,34.98
3072906415117777345,1488040204,1,28.19
3073854849237490517,1485282163,1,396.77
3074873425598115853,1481944989,1,127.72
307884915539160890,1487373008,1,44.99
3079251179571045566,1479275655,1,79.98
3080209354082466305,1484259954,1,49.79
3080226370978858590,1480297873,1,28.98
3081808777530081945,1485292952,1,11.99
3083583249945544526,1482288277,1,22.59
308402457029592335,1485369774,1,81.98
3085716023208993484,1485559765,1,37.89
3086932451453585214,1478446373,1,21.0
3087800167641443127,1486160821,1,63.32
3091668257669224026,1481399560,1,124.97
3092870845653794561,1479735067,1,41.97
3093617887616167968,1486318751,1,53.97
3099454616980621079,1481312928,1,56.99
310411461029176203,1482178766,1,40.18
3104604995796885491,1482938583,1,12.99
3108986775464139138,1488231325,1,301.85
3111088785117643818,1478010331,1,324.0
3112141012835314636,1480455491,1,47.38
3113291630696450894,1484197484,1,23.99
3113954656800256529,1479249802,1,33.18
3114573633240274987,1484795003,1,574.03
3115733553962265395,1481339276,1,169.93
3118427910929660866,1478814797,1,24.99
3118941601870086725,1484712229,1,43.78
3119753230515283152,1478661295,1,39.99
3119753230515283152,1481929830,1,27.99
3122295275432356222,1478813336,1,360.01
3128618656277921495,1479246198,1,21.99
3128896726987914881,1480534258,1,61.99
3129654954472515724,1486489846,1,28.99
3130970991190166322,1486419276,1,223.78
3131990640734225937,1482207452,1,38.18
3133496817096951875,1480688613,1,259.02
3133961575709711907,1483059681,1,1028.75
3134386734293793643,1481208275,1,116.64
3135132394776964687,1487345914,1,22.19
3136171791619750824,1484793371,1,43.14
3138433209653230300,1485018827,1,37.96
3138662586063485035,1486418207,1,82.99
3138792896874178988,1482005758,1,11.97
3140609844524297728,1480092250,1,35.38
3143111598793306337,1486477527,1,81.17
314464405997489773,1488237563,1,311.32
3147835366173133217,1479751460,1,59.97
3151287811920286520,1481911522,1,32.38
3152883096390022725,1485983659,1,79.36
3153078026846548408,1479403152,1,49.79
3153643314309934460,1487108144,1,36.59
3158193721801238039,1482258588,1,65.15
3158455409969332495,1481681694,1,1510.39
3158455409969332495,1486674574,1,81.19
3158480820561583976,1480953172,1,45.39
3158685951899841260,1481421597,1,23.19
3159050604918463196,1483139221,1,19.98
3164508454485950467,1481132636,1,11.79
3170422263023415862,1487359551,1,37.59
317257995730740367,1487371367,1,73.18
3177465633793530867,1481119666,1,23.99
31812050678769251,1482520942,1,24.99
3186875369084984764,1478581390,1,17.59
3187154400551133371,1487013618,1,23.99
3187576245078798783,1487627620,1,62.99
3190679366721791608,1486406663,1,61.98
3190679366721791608,1487258444,1,28.73
3191023303780419966,1481919079,1,40.0
3197533100947860058,1488301067,1,77.99
320170113964429981,1483989876,1,148.82
3206053801824518527,1481814856,1,15.96
32080452871669006,1487369870,1,183.36
3209681780730962666,1478415170,1,13.48
3213274881393839783,1481728239,1,27.99
3213792540886957239,1482291368,1,56.99
3215729429198564415,1484752844,1,23.99
321677574274707983,1477991758,1,235.24
3219030339075413961,1478484248,1,33.99
3220580369738167789,1482254794,1,13.78
322228537289095245,1482626483,1,52.99
3222397438054412081,1479597080,1,25.99
3224127593419927949,1480387444,1,63.97
3224500939951572250,1482257108,1,9.96
3229423601682163075,1482276165,1,31.97
3235007945976260672,1480840122,1,96.99
3239121026206302364,1484076476,1,29.78
3243512505311500350,1483546378,1,86.98
3246079438339709804,1484848918,1,15.38
3247985918659922679,1480656230,1,47.79
3248299848475124919,1479231012,1,25.99
3248695569789509662,1482632728,2,60.97
3261813932976952112,1480515205,1,25.98
32658239211545930,1481934366,1,10.98
3266555914884210654,1482056815,1,11.98
3269834865385146569,1478812111,1,188.9
327132720272185354,1478696202,1,74.94
327132720272185354,1479771062,1,64.99
3271602591909428154,1481133704,1,203.1
3271602591909428154,1481944598,1,96.99
3274741740426447449,1479496976,1,600.5
3280132197483942848,1482258002,1,90.97
3282526834147517212,1480523228,1,362.6
3282526834147517212,1481075966,1,82.39
3287424336851494398,1481815023,1,142.37
3287424336851494398,1487780557,2,64.97
3290765995277477899,1480267791,1,43.47
3296449130516590119,1479239536,1,34.48
3296487568107567712,1481767892,1,30.98
3301001176863952275,1483599074,1,29.97
3302250057608062714,1479779837,1,119.93
33024620802809684,1481089679,1,2115.8
330289116549575054,1484232693,1,82.58
3305485862461522985,1485988639,1,895.08
3307040795595552243,1478161769,1,26.97
3307727541454538037,1484840089,1,20.99
3308039382193082920,1479265415,1,23.99
3312961883012111762,1487278635,1,38.59
3317903560139792360,1481010038,1,69.27
3322420343273401546,1483986560,1,79.09
3329734681034119907,1487267457,1,76.93
3329885141648806984,1478621066,1,747.8
3329885141648806984,1488299162,1,684.56
3331520402601088577,1488317860,1,49.52
3345163376310988493,1479248275,1,47.94
3346100016851964940,1486148158,1,35.11
3347706947631375795,1483538832,1,100.08
3348449424172649440,1481912381,1,33.78
3358419113788146391,1487173705,1,64.98
3363540196931390942,1480365875,1,22.99
3363669103170861963,1479152388,1,251.41
3363669103170861963,1479223715,1,250.58
3368850852007044287,1478866179,1,30.14
3371636154189541417,1479083281,1,22.99
3386971884403473366,1487732320,1,40.97
3387281260224146216,1479167102,1,108.99
3387281260224146216,1479412220,1,101.99
3389857819205176144,1484671845,1,68.54
3391371207605838551,1483240868,1,20.59
3394557957149163238,1487101544,1,43.85
3395251230971763011,1481004872,1,51.33
3397475696574281386,1488002723,1,11.48
3404435547562826616,1485894835,1,33.98
3408469727987156299,1480610159,1,148.93
3409777638949712171,1479322768,1,61.96
3410954577195057515,1482094367,1,55.99
341351070942762610,1482080769,1,14.96
3424108581759376667,1483718878,1,65.99
342565333518409484,1483713955,1,95.95
3429044344493987799,1487647846,1,65.36
3430259988193283726,1485026682,1,18.99
3435570511670924970,1481823340,3,49.57
3435879975978458700,1481326587,1,42.98
3440800253483644462,1482091887,1,35.99
3440941357653473285,1485041614,1,109.95
3442295857384899473,1479611721,1,51.79
3444642706013409818,1481693637,1,1005.5
3445305317008053078,1479173263,1,46.79
3449650648542579029,1480359225,1,27.96
3449924104971285851,1482942545,1,768.8
3449924104971285851,1485971936,1,145.95
3450551762764650398,1481687118,1,13.78
3452334912084453714,1485559969,2,46.38
3458355427562318061,1481997880,1,35.58
3460381469953102628,1481126864,1,59.99
3468138784701552288,1482477445,1,22.98
3468690642506593738,1479401508,1,539.48
3474262337199382231,1482366067,1,54.97
3474268755825175033,1487371802,1,36.59
3474523697794005642,1487614482,1,163.1
3475663815219726995,1478892858,1,164.6
3478504089708094243,1480598233,1,19.97
3488988288066583080,1487369350,1,35.59
349551334219637713,1481308056,1,35.99
3499571954427096935,1484690576,1,589.0
3499571954427096935,1485970910,1,110.0
3500249170758628509,1484973095,1,132.76
3506542625236694217,1481604642,1,56.56
3506641252508018377,1480094582,1,61.99
3513351372508524008,1485043299,1,28.96
3515453378186105003,1484799312,1,29.99
3519741939483828661,1487107695,1,41.59
3519741939483828661,1487262855,1,36.59
3520008896446151679,1478660036,1,53.79
3520723582970220131,1487487070,1,35.18
3521234298870457889,1480364340,1,491.85
3523546723004050529,1486741960,1,338.5
3525762171058783974,1478896451,1,92.14
352600760122668518,1480205115,1,74.94
3527366305683922189,1484697680,1,88.99
3530859499206479968,1481564761,1,68.96
3533321695674569475,1481675888,1,259.7
3534045181294698180,1478906573,1,58.36
3535157243408917520,1479789442,1,74.75
3535157243408917520,1482285720,1,32.78
3536212517159320992,1480477573,1,96.94
3538702271871560672,1482115102,1,47.56
3538928341316369424,1483045697,1,20.58
3539013620174818735,1484707394,1,25.48
3541771014027462140,1487186832,1,34.59
3544319698789912473,1480524162,1,52.79
3544319698789912473,1482515333,1,53.79
3544551202207893963,1479676875,1,21.99
3546486479053564319,1483015836,1,30.99
3548260170900367803,1480132892,1,23.99
3554960621245001989,1483588653,1,82.18
3555404487376101016,1481231639,1,216.36
3555404487376101016,1481318595,1,46.79
3557316886784013473,1480392004,1,20.97
3559114892491137478,1479785932,1,56.48
3560070001469930919,1479768324,1,91.1
3570284952484252371,1482981077,1,45.57
3572331587418147063,1480617117,1,339.93
3573113591289892546,1487448640,1,8.99
3575272597943168955,1481230497,1,45.99
3577891646273486122,1481640349,1,47.79
3582956015657288253,1482595605,1,28.99
3591160643290359563,1481589735,1,36.98
3593099441368037638,1483729717,1,153.79
3598021100019368600,1481817505,1,32.38
3598529370442133700,1480537639,1,444.86
3609914106843763163,1482155110,1,30.99
3615582065852878931,1481161445,1,82.94
362055310928414530,1481744089,1,103.94
3631468795643448744,1481239167,1,283.72
3632156005952506969,1487296297,1,25.99
3635169555851296946,1482701337,1,103.15
3635169555851296946,1482946850,1,136.93
3638533281784175478,1478841444,1,21.99
3641621588258104680,1479266632,1,98.33
364162594599982277,1487261845,1,613.6
3648845765125451961,1481409759,1,48.95
3657728344837138607,1487647180,1,65.99
3660706083878335924,1481035122,1,60.93
36617629525523089,1480894612,1,29.49
3663326827740515016,1487372970,1,35.59
3667207016049360497,1488255501,1,19.49
3671059772883764833,1488242708,1,33.18
3672929716170838467,1478382834,1,40.47
3672929716170838467,1479175536,1,15.48
3674071642665354067,1485910988,1,71.77
3677318371085157791,1480629819,1,15.79
3680637680353518403,1481848053,1,45.57
3681004164006425285,1479192532,1,39.88
3682115393898564983,1481924716,1,30.99
3685672446804804725,1479098765,1,10.99
3694974073962512722,1482271250,1,15.59
3695951262891299439,1480373719,1,91.92
3697825790083716939,1483735263,1,223.97
3697825790083716939,1485299389,1,1520.81
369829332229344580,1478650803,1,24.98
3704411087594288284,1486447808,1,29.18
3705098385635161480,1480534638,1,10.77
3706266616666362685,1486713192,1,42.98
3709746839130866401,1487098519,1,46.79
3716528607664189498,1485200321,1,205.95
3718124829225998463,1481238234,1,17.97
3718554657931620614,1481142033,1,80.5
3725072130314093392,1487376962,1,39.59
3725836239165941255,1483329849,1,79.18
372706149688864468,1478032792,1,606.0
372706149688864468,1481315897,1,1360.0
372706149688864468,1484326485,1,65.78
372706149688864468,1484942330,2,892.8
3732860122805248629,1478021578,1,29.98
3732860122805248629,1479494351,1,12.39
3733830588871650226,1487369658,1,39.59
3734394198742215397,1481572547,1,135.95
3738320234051643877,1479391234,1,43.99
3743323902703489418,1481160155,1,125.98
3746316960999614032,1486165316,1,399.7
3748161125080071023,1480724745,1,140.56
3751093343937953110,1478491993,1,47.98
3751433429956400495,1481107755,1,2007.6
3756657782077054596,1481663916,1,20.46
3756657782077054596,1481940280,1,22.43
3758361664336535169,1479272116,1,17.59
3760583534389307379,1484719843,1,88.92
376313822453352161,1482025049,1,29.99
3765491629047320813,1484885557,1,23.99
3769184752556746361,1479425482,1,232.98
3769216008640439142,1484719700,1,39.98
3769216008640439142,1484958560,1,6.48
3770077969238052019,1480521166,1,17.99
3779884879150825384,1481558585,1,44.17
3782396217900147405,1481770468,1,36.58
3784755743864291097,1480344303,1,369.7
3788077234501576551,1480714708,1,83.35
379075858210159530,1486309950,1,75.78
3795227502963327300,1481077816,1,52.97
379584412519217754,1479093133,1,21.45
3798576854040953242,1486150295,1,187.97
3803364184957424266,1481940491,1,806.47
3803605814309337708,1479270177,1,23.96
3804473994888997849,1478997044,1,129.97
3809242468363995194,1479680027,1,12.49
3809826692297033526,1478368391,1,58.99
3819398190341694887,1484086565,1,23.38
3825159641728698126,1480441829,1,13.39
3826933837621771483,1480367284,1,412.31
3826933837621771483,1483539782,1,352.0
382764578031539000,1480632683,1,499.05
383083436389104117,1479145552,1,159.7
3831430428572616166,1482704263,1,44.98
3831723766212483216,1486163738,1,65.99
3832651307820804631,1487990887,1,16.79
3835134197841326255,1479404190,1,1283.73
3835134197841326255,1482419274,1,1529.0
3835134197841326255,1487265868,1,1221.75
3835994298687662664,1480878398,1,34.38
383882812253630720,1479741423,1,35.98
3838877229771449755,1480345256,1,272.7
3840560758083039332,1479775526,1,29.19
3841458002774357152,1483716636,1,308.5
3841458002774357152,1485749109,1,35.39
3841458002774357152,1488296164,1,18.59
3844953690494102723,1483093243,1,50.88
3845084664510267721,1486418843,1,1074.14
3847360722701670676,1486438949,1,38.18
3849055062112562467,1480960719,1,41.37
3855110230603514242,1479693269,1,18.59
3855340022292429663,1478568459,1,69.57
3859415812077160469,1480781221,1,33.18
3859415812077160469,1481683648,1,45.79
3860895983574499248,1482809046,1,62.38
3862003304345926516,1480362876,1,41.98
3862093055992617004,1487374954,1,41.59
3869361949850252878,1488199507,1,36.38
3871891696772635172,1483925723,1,65.36
3874062777339116474,1487572601,1,27.98
3878333273795764979,1488212578,1,27.98
388149666502674178,1480796166,1,134.94
3883919079717671978,1485204836,1,96.58
3890449304271518800,1487868164,1,485.6
389168811037319268,1481209775,1,73.36
389168811037319268,1481251555,1,90.55
3905349665021270549,1481562949,1,545.75
3905349665021270549,1487020698,1,250.71
3906220352266938232,1482120370,1,25.58
3915503045313404486,1481661165,1,159.15
3916484417528358536,1486510480,1,75.97
391659178324668475,1484749718,2,90.58
3916992730920009646,1488319683,1,425.73
3917578150848610596,1481120056,1,46.77
3918073616784112922,1486050188,1,25.99
39194810552478835,1486066690,1,60.75
3921649958751416379,1480701940,1,491.87
3921649958751416379,1487695647,1,572.36
3933973870505149047,1486947580,1,30.98
3936547620796707449,1481002223,1,21.99
3938732013035143854,1481647572,1,222.36
3939381864309559028,1487263689,1,107.78
3943384499857599795,1478394540,1,163.54
3945894443419413506,1485470612,1,23.97
394838067178638501,1482277497,1,7.59
3948620639294319625,1481068871,1,46.77
395177713873271845,1482961545,1,144.46
3955976140316873313,1478108326,1,46.76
3957556935782502298,1478186470,1,290.08
3964580077088132526,1482797181,1,46.99
3964580077088132526,1487638610,1,19.8
3965352402334784734,1482202207,1,41.18
3968337484870623826,1484193378,1,29.98
3972031438204538458,1485457608,1,47.35
3972486410352856128,1481246965,1,13.47
3973742615068285577,1488052296,1,106.99
3975716470387468561,1478635756,1,204.31
3976271665375481044,1485188795,1,50.58
3976777755892990824,1478874480,1,423.29
3976777755892990824,1479466514,1,112.72
3978014163189358246,1481126312,1,61.99
3978536727138533271,1481934995,1,25.99
397897232696727433,1483627836,1,14.59
3981643507118895427,1485984868,1,293.2
3981643507118895427,1486062705,1,287.95
